Epochs,Training Time,Testing Time,Accuracy,Balanced Accuracy,AUROC_ovr,AUROC_ovo,Data Fraction
50,0.0010001659393310547,0.01000356674194336,0.6046511627906976,0.5942684766214179,0.7773252890899949,0.773929690219283,0.45
50,0.0010004043579101562,0.009001970291137695,0.6046511627906976,0.6063348416289592,0.7641277023629964,0.7601519897899989,0.46
50,0.0010001659393310547,0.009003162384033203,0.5813953488372093,0.5686274509803922,0.773001508295626,0.768592644158255,0.47
50,0.0010001659393310547,0.011003255844116211,0.6046511627906976,0.6063348416289592,0.7641277023629964,0.7601519897899989,0.48
50,0.0010008811950683594,0.010002613067626953,0.6046511627906976,0.6063348416289592,0.7860482654600301,0.7812681285531964,0.49
50,0.0010004043579101562,0.01000213623046875,0.5813953488372093,0.5686274509803922,0.7901960784313725,0.7854739528947673,0.5
50,0.0010001659393310547,0.009002447128295898,0.5813953488372093,0.5686274509803922,0.7901960784313725,0.7854739528947673,0.51
50,0.002000570297241211,0.009002685546875,0.6046511627906976,0.6063348416289592,0.7881850175967822,0.7840816800092818,0.52
50,0.0009999275207519531,0.009002923965454102,0.6046511627906976,0.6063348416289592,0.7800904977375565,0.7767722473604827,0.53
50,0.0010001659393310547,0.009002685546875,0.6046511627906976,0.6063348416289592,0.7813725490196078,0.778251537301311,0.54
50,0.002000093460083008,0.009002447128295898,0.6046511627906976,0.6063348416289592,0.7842131724484666,0.7808910546467107,0.55
50,0.0010001659393310547,0.010003328323364258,0.5581395348837209,0.5429864253393665,0.7704374057315234,0.764067757280427,0.56
50,0.0010004043579101562,0.009001731872558594,0.5813953488372093,0.5806938159879337,0.7733534439416792,0.7695788374521406,0.57
50,0.0009989738464355469,0.009002923965454102,0.5581395348837209,0.5429864253393665,0.7623428858722976,0.7565262791507136,0.58
50,0.0010006427764892578,0.009002447128295898,0.5813953488372093,0.5806938159879337,0.7744595274007038,0.771261167188769,0.59
50,0.0010001659393310547,0.009002923965454102,0.5813953488372093,0.5806938159879337,0.7744595274007038,0.771261167188769,0.6
50,0.0010001659393310547,0.009003639221191406,0.6046511627906976,0.6063348416289592,0.782579185520362,0.7797018215570253,0.61
50,0.0020008087158203125,0.009003162384033203,0.5581395348837209,0.5490196078431372,0.7588235294117647,0.7524074718644854,0.62
50,0.0009996891021728516,0.010002851486206055,0.6046511627906976,0.6063348416289592,0.782579185520362,0.7797018215570253,0.63
50,0.0010006427764892578,0.009002685546875,0.5581395348837209,0.5490196078431372,0.7588235294117647,0.7524074718644854,0.64
50,0.0010004043579101562,0.01000213623046875,0.627906976744186,0.6319758672699849,0.791277023629965,0.7882294929806243,0.65
50,0.0010001659393310547,0.009002208709716797,0.5581395348837209,0.5490196078431372,0.760105580693816,0.7538867618053139,0.66
50,0.0019998550415039062,0.009002447128295898,0.627906976744186,0.6319758672699849,0.791277023629965,0.7882294929806243,0.67
50,0.002000570297241211,0.008002996444702148,0.5581395348837209,0.5490196078431372,0.7673956762192056,0.7610221603434274,0.68
50,0.0010001659393310547,0.009001970291137695,0.627906976744186,0.6319758672699849,0.791277023629965,0.7882294929806243,0.69
50,0.002001523971557617,0.00900125503540039,0.5581395348837209,0.5490196078431372,0.7673956762192056,0.7610221603434274,0.7
50,0.0010001659393310547,0.010004281997680664,0.627906976744186,0.6319758672699849,0.7986173956762194,0.7953648915187377,0.71
50,0.0009999275207519531,0.010001659393310547,0.5581395348837209,0.5490196078431372,0.7673956762192056,0.7610221603434274,0.72
50,0.0010001659393310547,0.01000213623046875,0.627906976744186,0.6319758672699849,0.8009803921568629,0.7976273349576517,0.73
50,0.0009999275207519531,0.010003089904785156,0.627906976744186,0.6319758672699849,0.7934640522875817,0.7901728738832811,0.74
50,0.0020017623901367188,0.00800180435180664,0.5581395348837209,0.5490196078431372,0.7707139265962795,0.7640387515953128,0.75
50,0.0010008811950683594,0.009001493453979492,0.5581395348837209,0.5490196078431372,0.7707139265962795,0.7640387515953128,0.76
50,0.002001047134399414,0.009002447128295898,0.627906976744186,0.6319758672699849,0.7968325791855203,0.7935375333565379,0.77
50,0.0010001659393310547,0.010003805160522461,0.627906976744186,0.6319758672699849,0.7968325791855203,0.7935375333565379,0.78
50,0.00099945068359375,0.009002685546875,0.627906976744186,0.6319758672699849,0.7917043740573152,0.7882004872955098,0.79
50,0.0010001659393310547,0.00911259651184082,0.627906976744186,0.6319758672699849,0.7874308697838109,0.7844297482306531,0.8
50,0.001001119613647461,0.009001016616821289,0.6046511627906976,0.5882352941176471,0.7803670186023127,0.7721603434273119,0.81
50,0.0010001659393310547,0.01000213623046875,0.6511627906976745,0.6515837104072398,0.7939165409753647,0.7904629307344239,0.82
50,0.00099945068359375,0.010002613067626953,0.6046511627906976,0.5882352941176471,0.7725992961287078,0.7646478709827127,0.83
50,0.0010013580322265625,0.009001731872558594,0.7209302325581395,0.7104072398190046,0.82579185520362,0.821382991066249,0.84
50,0.001001596450805664,0.008999824523925781,0.7209302325581395,0.7104072398190046,0.82579185520362,0.821382991066249,0.85
50,0.0010001659393310547,0.008001565933227539,0.7209302325581395,0.7104072398190046,0.8326294620412268,0.8284603782341339,0.86
50,0.0010001659393310547,0.008001565933227539,0.627906976744186,0.6199095022624435,0.792885872297637,0.7868952314653672,0.87
50,0.0009999275207519531,0.009003162384033203,0.7209302325581395,0.7104072398190046,0.8343388637506285,0.8300846966005336,0.88
50,0.00099945068359375,0.008001327514648438,0.6046511627906976,0.5942684766214178,0.7949220713926596,0.7885485555168813,0.89
50,0.0009999275207519531,0.008003711700439453,0.7209302325581395,0.7104072398190046,0.8310960281548517,0.8267490428123913,0.9
50,0.0009996891021728516,0.008001089096069336,0.6046511627906976,0.5942684766214178,0.8056561085972852,0.8007599489499942,0.91
50,0.0009999275207519531,0.009002923965454102,0.7209302325581395,0.7104072398190046,0.8288587229763701,0.8242835595776773,0.92
50,0.0009999275207519531,0.010003089904785156,0.6046511627906976,0.5942684766214178,0.8129462041226748,0.808243415709479,0.93
50,0.0010001659393310547,0.010002851486206055,0.6976744186046512,0.6907993966817495,0.8327048768225239,0.8288374521406195,0.94
50,0.0009989738464355469,0.008002519607543945,0.6511627906976745,0.6455505279034691,0.8266214177978884,0.8221661445643346,0.95
50,0.0020003318786621094,0.0070018768310546875,0.6976744186046512,0.6907993966817495,0.8416792357968829,0.8381482770623042,0.96
50,0.0010006427764892578,0.008001565933227539,0.6976744186046512,0.6907993966817495,0.8450980392156863,0.8411648683141896,0.97
50,0.0009999275207519531,0.00800323486328125,0.6976744186046512,0.6907993966817495,0.8416792357968829,0.8381482770623042,0.98
50,0.0009999275207519531,0.010003328323364258,0.7209302325581395,0.7104072398190046,0.8307189542483661,0.8268360598677341,0.99
50,0.0010001659393310547,0.009001493453979492,0.7209302325581395,0.7104072398190046,0.8307189542483661,0.8268360598677341,1.0
50,0.0020003318786621094,0.0040013790130615234,0.6046511627906976,0.5822021116138764,0.7359225741578683,0.7316103956375452,0.1
50,0.0010001659393310547,0.005001068115234375,0.6046511627906976,0.5822021116138764,0.7696329813976873,0.7656340642765982,0.11
50,0.002000570297241211,0.005001068115234375,0.627906976744186,0.6018099547511312,0.7520361990950226,0.7450980392156863,0.12
50,0.0010004043579101562,0.007002592086791992,0.5813953488372093,0.5444947209653092,0.7703871292106585,0.7625594616544843,0.13
50,0.0010001659393310547,0.00500178337097168,0.627906976744186,0.5957767722473605,0.7021367521367523,0.6949472096530921,0.14
50,0.0010001659393310547,0.006002664566040039,0.5813953488372093,0.5444947209653092,0.7571392659627953,0.7462292609351433,0.15
50,0.0010001659393310547,0.0050013065338134766,0.6046511627906976,0.5701357466063348,0.7020613373554551,0.6947441698572921,0.16
50,0.0010004043579101562,0.006001949310302734,0.5813953488372093,0.5444947209653092,0.7643036701860231,0.7541478129713424,0.17
50,0.0020003318786621094,0.005002021789550781,0.6744186046511628,0.6530920060331825,0.7505279034690799,0.7391228680821441,0.18
50,0.00099945068359375,0.006002187728881836,0.5813953488372093,0.5444947209653092,0.7756410256410257,0.7651409676296553,0.19
50,0.0009999275207519531,0.005002021789550781,0.6511627906976745,0.6274509803921569,0.7410759175465058,0.7308272421394593,0.2
50,0.0010004043579101562,0.006002187728881836,0.5813953488372093,0.5444947209653092,0.8211664152840624,0.8070541826197936,0.21
50,0.0010004043579101562,0.005001544952392578,0.627906976744186,0.5957767722473605,0.808320764203117,0.796235062072166,0.22
50,0.0010001659393310547,0.005001544952392578,0.6511627906976745,0.6214177978883861,0.8189291101055808,0.8052848358278223,0.23
50,0.0010001659393310547,0.005002260208129883,0.6511627906976745,0.6214177978883861,0.8547762694821519,0.8447325675832463,0.24
50,0.002000570297241211,0.005002498626708984,0.5348837209302325,0.5052790346907994,0.7989693313222727,0.7887515953126814,0.25
50,0.0010004043579101562,0.008002519607543945,0.5348837209302325,0.5052790346907994,0.7989693313222727,0.7887515953126814,0.26
50,0.0010001659393310547,0.009003400802612305,0.6046511627906976,0.5701357466063348,0.847938662644545,0.835450748346676,0.27
50,0.0020008087158203125,0.008002758026123047,0.6046511627906976,0.5701357466063348,0.8509552538964303,0.8402656920756467,0.28
50,0.0019996166229248047,0.007001399993896484,0.6046511627906976,0.5701357466063348,0.8518099547511312,0.8410198398886181,0.29
50,0.002010822296142578,0.007988214492797852,0.6744186046511628,0.6470588235294117,0.8403469079939668,0.8288954635108481,0.3
50,0.0009999275207519531,0.008002758026123047,0.627906976744186,0.6018099547511312,0.8066113624937156,0.7955969369996518,0.31
50,0.0010006427764892578,0.008002042770385742,0.6744186046511628,0.6470588235294117,0.8214932126696833,0.8092876203735931,0.32
50,0.0010001659393310547,0.008002281188964844,0.627906976744186,0.6018099547511312,0.8144796380090499,0.8035154890358509,0.33
50,0.002000570297241211,0.008002519607543945,0.6744186046511628,0.6470588235294117,0.8293614881850176,0.8181343543334494,0.34
50,0.0009996891021728516,0.010002851486206055,0.6744186046511628,0.6470588235294117,0.8293614881850176,0.8181343543334494,0.35
50,0.0010004043579101562,0.010003328323364258,0.6511627906976745,0.6214177978883861,0.8286073403720463,0.817380206520478,0.36
50,0.0010001659393310547,0.009002685546875,0.6511627906976745,0.6214177978883861,0.8024132730015084,0.7915651467687667,0.37
50,0.0009996891021728516,0.009002447128295898,0.5813953488372093,0.5505279034690799,0.8075414781297136,0.7950458289824806,0.38
50,0.002000570297241211,0.009002685546875,0.5813953488372093,0.5505279034690799,0.798139768728004,0.7861700893375101,0.39
50,0.0010006427764892578,0.009003162384033203,0.5813953488372093,0.5505279034690799,0.8014077425842131,0.7891866805893955,0.4
50,0.001001119613647461,0.009001970291137695,0.627906976744186,0.5957767722473605,0.810382101558572,0.8002378466179371,0.41
50,0.0010004043579101562,0.009002447128295898,0.6046511627906976,0.5761689291101056,0.8070889894419305,0.7952778744633949,0.42
50,0.0010001659393310547,0.009003162384033203,0.627906976744186,0.5957767722473605,0.817496229260935,0.8073442394709364,0.43
50,0.0010004043579101562,0.009003639221191406,0.6046511627906976,0.5761689291101056,0.7945701357466063,0.7836756004176818,0.44
50,0.0019991397857666016,0.009003162384033203,0.627906976744186,0.5957767722473605,0.8126696832579184,0.8028193525931083,0.45
50,0.0010001659393310547,0.009001970291137695,0.627906976744186,0.6018099547511312,0.8043991955756661,0.7946687550759949,0.46
50,0.0009999275207519531,0.010003805160522461,0.6744186046511628,0.6470588235294117,0.79947209653092,0.7891576749042812,0.47
50,0.0019989013671875,0.009001493453979492,0.627906976744186,0.6018099547511312,0.8043991955756661,0.7946687550759949,0.48
50,0.0010001659393310547,0.010002613067626953,0.627906976744186,0.6018099547511312,0.797008547008547,0.7878814247592528,0.49
50,0.0009996891021728516,0.009002208709716797,0.6744186046511628,0.6470588235294117,0.8132981397687281,0.8043566539041652,0.5
50,0.0009999275207519531,0.009002685546875,0.6744186046511628,0.6470588235294117,0.8132981397687281,0.8043566539041652,0.51
50,0.0010004043579101562,0.010003328323364258,0.6511627906976745,0.6274509803921569,0.8035193564605329,0.7952778744633949,0.52
50,0.0010004043579101562,0.009003877639770508,0.6511627906976745,0.6274509803921569,0.8035193564605329,0.7952778744633949,0.53
50,0.0010001659393310547,0.010003089904785156,0.6511627906976745,0.6274509803921569,0.8069381598793363,0.798990602158023,0.54
50,0.0009999275207519531,0.009002447128295898,0.6511627906976745,0.6274509803921569,0.8028406234288586,0.7943206868546234,0.55
50,0.0020008087158203125,0.009002208709716797,0.6744186046511628,0.6470588235294117,0.8062342885872297,0.797250261051166,0.56
50,0.0020008087158203125,0.009002447128295898,0.6744186046511628,0.6530920060331825,0.8240070387129211,0.8156108597285069,0.57
50,0.0010004043579101562,0.010003805160522461,0.6744186046511628,0.6470588235294117,0.817345399698341,0.8080983872839077,0.58
50,0.0020008087158203125,0.00800180435180664,0.6976744186046512,0.6726998491704373,0.8236551030668678,0.8144506323239354,0.59
50,0.0010001659393310547,0.009002685546875,0.6744186046511628,0.6470588235294117,0.8202362996480644,0.810505859148393,0.6
50,0.0010001659393310547,0.009002685546875,0.6976744186046512,0.6666666666666666,0.8228758169934641,0.8127973082724212,0.61
50,0.0010006427764892578,0.009002208709716797,0.6976744186046512,0.6666666666666666,0.8158119658119659,0.8063870518621649,0.62
50,0.0010006427764892578,0.009001731872558594,0.6976744186046512,0.6666666666666666,0.8228758169934641,0.8127973082724212,0.63
50,0.0010001659393310547,0.010003089904785156,0.6976744186046512,0.6666666666666666,0.8216943187531424,0.8112019955911358,0.64
50,0.0010001659393310547,0.009002923965454102,0.7441860465116279,0.717948717948718,0.8343137254901961,0.8240225084116487,0.65
50,0.0010001659393310547,0.010003089904785156,0.7441860465116279,0.717948717948718,0.8498491704374057,0.8398016011138183,0.66
50,0.0010001659393310547,0.008002758026123047,0.7441860465116279,0.717948717948718,0.8283308195072902,0.8179313145376494,0.67
50,0.0010001659393310547,0.009002208709716797,0.7441860465116279,0.717948717948718,0.8378833584715938,0.8277352361062769,0.68
50,0.0010006427764892578,0.009002208709716797,0.7441860465116279,0.717948717948718,0.8283308195072902,0.8179313145376494,0.69
50,0.0010001659393310547,0.009003162384033203,0.7209302325581395,0.6923076923076922,0.8312971342383108,0.8218180763429631,0.7
50,0.0009999275207519531,0.009002208709716797,0.7209302325581395,0.6923076923076922,0.8445701357466063,0.834116486831419,0.71
50,0.0010001659393310547,0.009002208709716797,0.6976744186046512,0.6666666666666666,0.8419808949220714,0.8322891286692192,0.72
50,0.0010004043579101562,0.009002685546875,0.6976744186046512,0.6666666666666666,0.8440673705379588,0.8341744982016476,0.73
50,0.0010004043579101562,0.010002613067626953,0.6976744186046512,0.6666666666666666,0.8449220713926596,0.8351606914955333,0.74
50,0.0010004043579101562,0.008002281188964844,0.6976744186046512,0.6666666666666666,0.8449220713926596,0.8351606914955333,0.75
50,0.0010008811950683594,0.00800180435180664,0.6976744186046512,0.6666666666666666,0.8449220713926596,0.8351606914955333,0.76
50,0.002000570297241211,0.009001493453979492,0.6976744186046512,0.6666666666666666,0.8551784816490698,0.8460668290985033,0.77
50,0.0009999275207519531,0.009002208709716797,0.6976744186046512,0.6666666666666666,0.8551784816490698,0.8460668290985033,0.78
50,0.001001596450805664,0.007999658584594727,0.6976744186046512,0.6666666666666666,0.8551784816490698,0.8460668290985033,0.79
50,0.0010001659393310547,0.009002923965454102,0.6744186046511628,0.641025641025641,0.8457767722473605,0.8362629075298759,0.8
50,0.0010001659393310547,0.009001016616821289,0.6976744186046512,0.6666666666666666,0.8414027149321267,0.8322601229841049,0.81
50,0.0010006427764892578,0.008002519607543945,0.6744186046511628,0.641025641025641,0.8457767722473605,0.8362629075298759,0.82
50,0.0010004043579101562,0.008002281188964844,0.6976744186046512,0.6666666666666666,0.8414027149321267,0.8322601229841049,0.83
50,0.0009999275207519531,0.009002447128295898,0.6744186046511628,0.641025641025641,0.8413021618903972,0.8315639865413621,0.84
50,0.0010001659393310547,0.008002042770385742,0.6976744186046512,0.6666666666666666,0.8464303670186023,0.8373651235642185,0.85
50,0.0010004043579101562,0.009001970291137695,0.6976744186046512,0.6666666666666666,0.8464303670186023,0.8373651235642185,0.86
50,0.0010004043579101562,0.009001493453979492,0.6744186046511628,0.6470588235294117,0.8286324786324787,0.8194396101635921,0.87
50,0.0010006427764892578,0.008001565933227539,0.6976744186046512,0.6666666666666666,0.8464303670186023,0.8373651235642185,0.88
50,0.0010004043579101562,0.010003805160522461,0.6744186046511628,0.6470588235294117,0.8286324786324787,0.8194396101635921,0.89
50,0.0010004043579101562,0.009002447128295898,0.6976744186046512,0.6726998491704373,0.8337606837606838,0.8251247244459915,0.9
50,0.0020003318786621094,0.009001970291137695,0.6976744186046512,0.6726998491704373,0.808119658119658,0.7990196078431372,0.91
50,0.0009987354278564453,0.008002042770385742,0.6976744186046512,0.6726998491704373,0.8357968828557064,0.8270100939784198,0.92
50,0.0020003318786621094,0.008001327514648438,0.6976744186046512,0.6726998491704373,0.8143288084464554,0.8052558301427081,0.93
50,0.0009996891021728516,0.008002281188964844,0.6976744186046512,0.6726998491704373,0.837833081950729,0.8288954635108482,0.94
50,0.0010004043579101562,0.009003162384033203,0.6976744186046512,0.6726998491704373,0.8114379084967319,0.8026163127973084,0.95
50,0.0020003318786621094,0.009002685546875,0.7209302325581395,0.6983408748114631,0.8255404725992962,0.8170321382991066,0.96
50,0.0020003318786621094,0.009001493453979492,0.6976744186046512,0.6726998491704373,0.8049019607843136,0.796119039331709,0.97
50,0.002000570297241211,0.00800323486328125,0.7209302325581395,0.6983408748114631,0.8226495726495727,0.8143926209537069,0.98
50,0.0010001659393310547,0.008002281188964844,0.7209302325581395,0.6983408748114631,0.8230769230769232,0.8143056038983639,0.99
50,0.0010004043579101562,0.009002208709716797,0.7209302325581395,0.6983408748114631,0.8230769230769232,0.8143056038983639,1.0
50,0.0010004043579101562,0.0050013065338134766,0.5581395348837209,0.5188536953242835,0.6510558069381598,0.6474358974358974,0.1
50,0.0020003318786621094,0.0050013065338134766,0.5581395348837209,0.5188536953242836,0.6890648567119154,0.6876957883745214,0.11
50,0.0009996891021728516,0.005001544952392578,0.5581395348837209,0.5188536953242835,0.7785067873303166,0.7718122752059404,0.12
50,0.0010001659393310547,0.005002498626708984,0.627906976744186,0.6018099547511312,0.7896178984414278,0.7902018795683953,0.13
50,0.001001596450805664,0.0050008296966552734,0.5813953488372093,0.5444947209653092,0.7947209653092008,0.7869242371504815,0.14
50,0.0010001659393310547,0.004999637603759766,0.6744186046511628,0.6711915535444947,0.8223227752639518,0.8238194686158488,0.15
50,0.0009999275207519531,0.005002260208129883,0.5813953488372093,0.5444947209653092,0.7938662644544999,0.7859380438565959,0.16
50,0.0009987354278564453,0.005002737045288086,0.6744186046511628,0.6530920060331825,0.8225490196078432,0.8214119967513632,0.17
50,0.0009999275207519531,0.005002021789550781,0.627906976744186,0.5957767722473605,0.8384364002011061,0.8324921684650191,0.18
50,0.0009999275207519531,0.004001140594482422,0.6511627906976745,0.6274509803921569,0.8174962292609352,0.8144796380090499,0.19
50,0.0010004043579101562,0.005002260208129883,0.6511627906976745,0.6214177978883861,0.8112368024132731,0.8067351200835363,0.2
50,0.0010001659393310547,0.005001544952392578,0.627906976744186,0.5957767722473605,0.8546505781799899,0.8487063464439029,0.21
50,0.0010001659393310547,0.00500178337097168,0.6511627906976745,0.6214177978883861,0.81342383107089,0.8056038983640793,0.22
50,0.0010001659393310547,0.00500178337097168,0.6046511627906976,0.5822021116138764,0.8510055304172951,0.8465309200603318,0.23
50,0.0020003318786621094,0.00400090217590332,0.6046511627906976,0.5822021116138764,0.8322523881347411,0.8281413156978769,0.24
50,0.0010006427764892578,0.00600123405456543,0.6511627906976745,0.6214177978883861,0.7936902966314731,0.7864311405035386,0.25
50,0.0010001659393310547,0.00800180435180664,0.6511627906976745,0.6214177978883861,0.7936902966314731,0.7864311405035386,0.26
50,0.0010004043579101562,0.009001731872558594,0.6744186046511628,0.6530920060331825,0.8733283056812469,0.869561434041072,0.27
50,0.0010006427764892578,0.008004188537597656,0.6744186046511628,0.6530920060331825,0.8739567621920563,0.8707506671307575,0.28
50,0.002000093460083008,0.009002685546875,0.6744186046511628,0.6530920060331825,0.8547259929612872,0.8505337046061028,0.29
50,0.0010004043579101562,0.008002519607543945,0.6744186046511628,0.6530920060331825,0.8614127702362997,0.8577851258846735,0.3
50,0.0010004043579101562,0.008002996444702148,0.6511627906976745,0.6214177978883861,0.8337858220211162,0.825907877944077,0.31
50,0.0010004043579101562,0.009002685546875,0.6744186046511628,0.6530920060331825,0.8573152337858221,0.8535212901728739,0.32
50,0.0009999275207519531,0.008002996444702148,0.6511627906976745,0.6214177978883861,0.8541980894922072,0.8481842441118458,0.33
50,0.001999378204345703,0.009003877639770508,0.627906976744186,0.6018099547511313,0.8635495223730518,0.8593224271957304,0.34
50,0.0019991397857666016,0.009002447128295898,0.6976744186046512,0.684766214177979,0.8694067370537959,0.866892911010558,0.35
50,0.0010004043579101562,0.0070018768310546875,0.6976744186046512,0.684766214177979,0.8806938159879336,0.8776540201879568,0.36
50,0.0010001659393310547,0.010003089904785156,0.7674418604651163,0.7496229260935143,0.9029411764705882,0.8983930850446687,0.37
50,0.0010001659393310547,0.009002923965454102,0.6976744186046512,0.684766214177979,0.8883609854198089,0.8848184244111846,0.38
50,0.00099945068359375,0.009002447128295898,0.7674418604651163,0.7496229260935143,0.9123177476118651,0.9081099895579534,0.39
50,0.002000570297241211,0.008002281188964844,0.7906976744186046,0.77526395173454,0.9016339869281045,0.8958985961248405,0.4
50,0.0009996891021728516,0.009002685546875,0.7674418604651163,0.7496229260935143,0.8890648567119155,0.8825559809722705,0.41
50,0.0010006427764892578,0.008001565933227539,0.7906976744186046,0.77526395173454,0.8918552036199094,0.8864137370924702,0.42
50,0.0020003318786621094,0.009002923965454102,0.7674418604651163,0.7496229260935143,0.9090246354952237,0.902627915071354,0.43
50,0.0020003318786621094,0.008002042770385742,0.7906976744186046,0.77526395173454,0.8941679235796883,0.8886761805313842,0.44
50,0.0010004043579101562,0.009002685546875,0.7674418604651163,0.7496229260935143,0.9098290598290598,0.9033820628843253,0.45
50,0.0010004043579101562,0.008002519607543945,0.7906976744186046,0.77526395173454,0.8979135243841126,0.8924759252813551,0.46
50,0.0009999275207519531,0.01000356674194336,0.7906976744186046,0.77526395173454,0.9225992961287078,0.9160285415941525,0.47
50,0.0009996891021728516,0.008001565933227539,0.8604651162790697,0.8521870286576169,0.9055806938159879,0.9008005569091542,0.48
50,0.0010004043579101562,0.009001970291137695,0.8604651162790697,0.8521870286576169,0.9072900955253896,0.9023088525350969,0.49
50,0.0009999275207519531,0.009002923965454102,0.8372093023255814,0.8265460030165913,0.8992207139265962,0.8914897319874696,0.5
50,0.0010001659393310547,0.007002353668212891,0.8372093023255814,0.8265460030165913,0.9004524886877828,0.8926209537069266,0.51
50,0.00099945068359375,0.009002208709716797,0.8604651162790697,0.8521870286576169,0.9186023127199597,0.9132149901380671,0.52
50,0.0009996891021728516,0.008002996444702148,0.8604651162790697,0.8521870286576169,0.9176470588235294,0.9119967513632671,0.53
50,0.0010001659393310547,0.009002208709716797,0.8604651162790697,0.8521870286576169,0.9163650075414781,0.9105174614224388,0.54
50,0.001998424530029297,0.008003473281860352,0.8372093023255814,0.8265460030165913,0.9141779788838612,0.9078199327068104,0.55
50,0.0010004043579101562,0.010002613067626953,0.8372093023255814,0.8265460030165913,0.9136500754147813,0.9069787678384964,0.56
