Epochs,Training Time,Testing Time,Accuracy,Balanced Accuracy,AUROC_ovr,AUROC_ovo,Data Fraction
50,1.273890495300293,0.1720414161682129,0.5116279069767442,0.5098039215686274,0.7692810457516339,0.7647638937231699,0.1
50,1.249112606048584,0.18004083633422852,0.5813953488372093,0.5867269984917044,0.742885872297637,0.7343079243531733,0.11
50,1.2802917957305908,0.17027664184570312,0.6511627906976745,0.6636500754147813,0.8237807943690297,0.8238194686158486,0.12
50,1.2732651233673096,0.17203927040100098,0.5581395348837209,0.5610859728506787,0.7616892911010558,0.7548439494140852,0.13
50,1.307746410369873,0.17103862762451172,0.6744186046511628,0.6832579185520363,0.8671191553544495,0.8686042464323007,0.14
50,1.3021447658538818,0.17021656036376953,0.6511627906976745,0.6636500754147813,0.8607843137254902,0.8628031094094443,0.15
50,1.3569390773773193,0.17203807830810547,0.6976744186046512,0.708898944193062,0.869683257918552,0.8731871446803573,0.16
50,1.362309455871582,0.16803741455078125,0.627906976744186,0.6380090497737557,0.8338360985419809,0.8328692423715047,0.17
50,1.430513858795166,0.17003941535949707,0.7441860465116279,0.7601809954751131,0.9003519356460533,0.9040491936419538,0.18
50,1.3684561252593994,0.17303919792175293,0.6046511627906976,0.6123680241327301,0.8302161890397185,0.8292725374173338,0.19
50,1.5874080657958984,0.17103838920593262,0.4883720930232558,0.48416289592760187,0.8030668677727503,0.7973662837916232,0.2
50,1.623629093170166,0.18304181098937988,0.5348837209302325,0.5354449472096531,0.7895424836601309,0.7847778164520246,0.21
50,1.5993633270263672,0.18104195594787598,0.627906976744186,0.6319758672699849,0.8773755656108597,0.8778860656688711,0.22
50,1.6635446548461914,0.187042236328125,0.6046511627906976,0.6123680241327301,0.8221216691804928,0.8206288432532776,0.23
50,1.6943848133087158,0.17904114723205566,0.6976744186046512,0.7149321266968327,0.8770739064856712,0.880554588699385,0.24
50,1.714390754699707,0.17503976821899414,0.8604651162790697,0.8763197586726998,0.9248868778280542,0.9280659009165797,0.25
50,2.368537664413452,0.18204116821289062,0.7441860465116279,0.7662141779788838,0.9205630970336852,0.9253973778860657,0.26
50,1.6562960147857666,0.17704033851623535,0.6511627906976745,0.6576168929110106,0.8599296128707894,0.8596124840468732,0.27
50,1.6429073810577393,0.17103886604309082,0.7209302325581395,0.7345399698340875,0.8939668174962293,0.8969137951038405,0.28
50,1.6904585361480713,0.1760399341583252,0.6744186046511628,0.6832579185520361,0.8870286576168929,0.8904165216382411,0.29
50,1.6569008827209473,0.17003798484802246,0.6511627906976745,0.6576168929110106,0.8601307189542483,0.8605406659705302,0.3
50,1.7237575054168701,0.18304061889648438,0.8372093023255814,0.8506787330316742,0.939819004524887,0.942278686622578,0.31
50,1.725874423980713,0.18304133415222168,0.7209302325581395,0.7345399698340875,0.8776772247360483,0.8798584522566424,0.32
50,1.705388069152832,0.19719696044921875,0.8372093023255814,0.8506787330316742,0.9522373051784817,0.954287040259891,0.33
50,1.734682321548462,0.1740398406982422,0.7906976744186046,0.8114630467571645,0.8822021116138763,0.884963452836756,0.34
50,1.788769245147705,0.18204164505004883,0.7906976744186046,0.8114630467571645,0.9019607843137255,0.904281239122868,0.35
50,1.7866384983062744,0.18104267120361328,0.7906976744186046,0.8114630467571645,0.8932629462041227,0.8964497041420119,0.36
50,1.8186686038970947,0.17703914642333984,0.7441860465116279,0.7601809954751131,0.9386123680241328,0.9393781181111498,0.37
50,1.836045265197754,0.1800391674041748,0.7441860465116279,0.7601809954751131,0.8944193061840121,0.8974358974358975,0.38
50,1.9807853698730469,0.17704033851623535,0.627906976744186,0.6319758672699849,0.826395173453997,0.8230073094326489,0.39
50,2.033461332321167,0.17003941535949707,0.6744186046511628,0.6832579185520361,0.8608848667672196,0.8622229957071585,0.4
50,2.050799608230591,0.17503929138183594,0.6976744186046512,0.7149321266968326,0.914228255404726,0.9151873767258384,0.41
50,2.077845573425293,0.1760408878326416,0.627906976744186,0.6199095022624435,0.8649069884364002,0.8621069729667014,0.42
50,2.054466724395752,0.1740407943725586,0.7674418604651163,0.7616892911010558,0.9281548516842636,0.9298642533936651,0.43
50,2.108700752258301,0.18304109573364258,0.7674418604651163,0.7858220211161387,0.9034690799396682,0.9057895347488106,0.44
50,2.0814740657806396,0.17103815078735352,0.6744186046511628,0.6832579185520361,0.9374057315233787,0.939494140851607,0.45
50,2.1278882026672363,0.17904090881347656,0.813953488372093,0.8310708898944194,0.9193061840120663,0.9201183431952663,0.46
50,2.095475673675537,0.17503952980041504,0.813953488372093,0.8190045248868779,0.9306184012066364,0.9325907877944077,0.47
50,2.115629196166992,0.17512226104736328,0.7674418604651163,0.7858220211161387,0.9047762694821518,0.9075298758556677,0.48
