Epochs,Training Time,Testing Time,Accuracy,Balanced Accuracy,AUROC_ovr,AUROC_ovo
1,1.5381169319152832,0.19826531410217285,0.6744186046511628,0.6892911010558068,0.8557063851181498,0.846037823413389
1,1.1411848068237305,0.16784310340881348,0.6511627906976745,0.6214177978883861,0.8555555555555555,0.8387864021348186
1,1.1279325485229492,0.16536808013916016,0.6511627906976745,0.6214177978883861,0.8840623428858723,0.8675020303979579
1,1.1691107749938965,0.17599272727966309,0.627906976744186,0.6078431372549019,0.8515837104072398,0.8329272537417335
1,1.1334803104400635,0.16969633102416992,0.5116279069767442,0.5098039215686274,0.8158371040723983,0.8031674208144796
1,1.1247446537017822,0.16570115089416504,0.627906976744186,0.6078431372549019,0.8954248366013071,0.8809606682909852
1,1.1443109512329102,0.17363572120666504,0.5813953488372093,0.5927601809954751,0.8816993464052288,0.8699965193177862
1,1.1214911937713623,0.16714215278625488,0.6511627906976745,0.6274509803921569,0.8463549522373052,0.8362919132149901
1,1.155059814453125,0.16574406623840332,0.4186046511627907,0.43137254901960786,0.9171945701357468,0.910024364775496
1,1.1224896907806396,0.4493837356567383,0.4186046511627907,0.43137254901960786,0.8240824534942183,0.8109409444251073
1,1.1289844512939453,0.1658320426940918,0.6046511627906976,0.5822021116138764,0.8490196078431373,0.8302007193409908
1,1.133833646774292,0.16612744331359863,0.5581395348837209,0.5429864253393665,0.8029663147310208,0.7930734423947093
1,1.1472477912902832,0.16872000694274902,0.5348837209302325,0.49321266968325794,0.8477124183006536,0.8317090149669335
1,1.1334900856018066,0.1690840721130371,0.5116279069767442,0.4615384615384615,0.8341377576671695,0.8188304907761922
1,1.1355953216552734,0.16568732261657715,0.627906976744186,0.6138763197586726,0.8562091503267973,0.843369300382875
1,1.1345553398132324,0.16777539253234863,0.627906976744186,0.6199095022624435,0.8524384112619406,0.8357698108829331
1,1.15220046043396,0.19150185585021973,0.3953488372093023,0.3333333333333333,0.8998491704374058,0.8968557837336117
1,1.2628920078277588,0.21505045890808105,0.6046511627906976,0.5882352941176471,0.8792860734037206,0.8657036779208723
1,1.175187110900879,0.17070841789245605,0.6744186046511628,0.641025641025641,0.8699849170437406,0.8600765750087017
1,1.2107551097869873,0.21104764938354492,0.6046511627906976,0.5761689291101056,0.8693313222724988,0.8536373129133311
2,1.251284122467041,0.17904162406921387,0.5581395348837209,0.5490196078431373,0.8342885872297637,0.8236454345051629
2,1.2779319286346436,0.19504427909851074,0.8837209302325582,0.8838612368024134,0.910708898944193,0.8998723749854971
2,1.3143000602722168,0.2050461769104004,0.6511627906976745,0.6274509803921569,0.9028657616892911,0.8898944193061841
2,1.2039549350738525,0.1690387725830078,0.7209302325581395,0.7043740573152338,0.8677727501256913,0.8514908922148742
2,1.2312798500061035,0.1690380573272705,0.4883720930232558,0.4901960784313726,0.8209653092006034,0.8065320802877366
2,1.176530361175537,0.16803741455078125,0.6511627906976745,0.6274509803921569,0.9347410759175464,0.9267896507715513
2,1.6282227039337158,0.1690385341644287,0.6744186046511628,0.6470588235294118,0.9070387129210659,0.8991182271725258
2,1.185347557067871,0.16803789138793945,0.5581395348837209,0.5671191553544496,0.8505279034690799,0.8412228796844182
2,1.1944608688354492,0.18204140663146973,0.6744186046511628,0.6530920060331825,0.8967823026646556,0.8865877712031559
2,1.1714158058166504,0.1670374870300293,0.627906976744186,0.6018099547511312,0.8165409753645049,0.804327648219051
2,1.2130918502807617,0.16803789138793945,0.6046511627906976,0.5882352941176471,0.8286073403720463,0.8095486715396217
2,1.1854307651519775,0.16603732109069824,0.6976744186046512,0.6968325791855204,0.8113122171945703,0.8033994662953939
2,1.1754088401794434,0.1670374870300293,0.6511627906976745,0.6334841628959276,0.871744595274007,0.8593224271957304
2,1.1789648532867432,0.1670377254486084,0.5813953488372093,0.5625942684766214,0.7988436400201105,0.7818192365703677
2,1.190399408340454,0.16804003715515137,0.6046511627906976,0.6063348416289593,0.8867269984917043,0.8799744749970994
2,1.1668965816497803,0.17003893852233887,0.6511627906976745,0.6214177978883861,0.8855706385118151,0.8742313493444716
2,1.2068936824798584,0.16613030433654785,0.5813953488372093,0.5625942684766214,0.8451985922574158,0.8321731059287621
2,1.1815574169158936,0.17203831672668457,0.6046511627906976,0.5822021116138764,0.8672197083961791,0.8512008353637314
2,1.1736347675323486,0.1783144474029541,0.6046511627906976,0.6003016591251885,0.8589240824534942,0.8498665738484744
2,1.1990082263946533,0.16803932189941406,0.627906976744186,0.6078431372549019,0.8569130216189039,0.840700777352361
3,1.2200779914855957,0.17103838920593262,0.5581395348837209,0.5429864253393665,0.849069884364002,0.838844413505047
3,1.2124316692352295,0.17704010009765625,0.8372093023255814,0.8265460030165913,0.9627450980392157,0.9595660749506904
3,1.253624439239502,0.16904020309448242,0.813953488372093,0.8009049773755655,0.9182503770739064,0.9078779440770391
3,1.2265799045562744,0.17104005813598633,0.813953488372093,0.8009049773755658,0.8834590246354952,0.868314189581158
3,1.2362251281738281,0.1650383472442627,0.6046511627906976,0.6003016591251885,0.8452488687782805,0.8367560041768186
3,1.2165980339050293,0.16503667831420898,0.5581395348837209,0.5490196078431372,0.9483157365510307,0.9423366979928067
3,1.2313823699951172,0.16803836822509766,0.6046511627906976,0.5701357466063348,0.900201106083459,0.8914607263023552
3,1.2315897941589355,0.1740403175354004,0.5813953488372093,0.5444947209653092,0.8314228255404726,0.8176702633716207
3,1.24324631690979,0.16803860664367676,0.6511627906976745,0.6334841628959276,0.9025641025641026,0.8941872607030978
3,1.2171175479888916,0.1670374870300293,0.7209302325581395,0.7224736048265461,0.899597787833082,0.8963336814015547
3,1.2359652519226074,0.17304015159606934,0.5813953488372093,0.5444947209653092,0.8609854198089492,0.8444715164172178
3,1.2211437225341797,0.1670382022857666,0.5116279069767442,0.49170437405731526,0.8100553041729514,0.8010210001160227
3,1.2372453212738037,0.16849565505981445,0.627906976744186,0.5957767722473605,0.8931121166415283,0.8821208956955563
3,1.2272779941558838,0.1650381088256836,0.6046511627906976,0.5882352941176471,0.8388637506284565,0.830316742081448
3,1.2470602989196777,0.16803956031799316,0.627906976744186,0.6018099547511312,0.8590749120160885,0.8484162895927602
3,1.2200264930725098,0.1740400791168213,0.6046511627906976,0.5942684766214178,0.8605832076420311,0.8442394709363034
3,1.230278730392456,0.179948091506958,0.6511627906976745,0.6455505279034691,0.9261940673705379,0.9242371504814945
3,1.2245135307312012,0.16603779792785645,0.7209302325581395,0.6983408748114631,0.862091503267974,0.8455157210813319
3,1.2482848167419434,0.17115497589111328,0.6046511627906976,0.6003016591251885,0.90412267471091,0.8961016359206404
3,1.226280689239502,0.1670372486114502,0.7209302325581395,0.6983408748114631,0.897536450477627,0.885253509687899
4,1.2983579635620117,0.16803789138793945,0.5116279069767442,0.497737556561086,0.8566616390145803,0.8493444715164172
4,1.7093782424926758,0.16803932189941406,0.8604651162790697,0.8521870286576169,0.9633986928104575,0.9600881772827474
4,1.2962043285369873,0.16803812980651855,0.7674418604651163,0.7496229260935143,0.9344896933132226,0.9263835711799513
4,1.2592825889587402,0.167039155960083,0.8372093023255814,0.8386123680241327,0.9284565108094519,0.9212785705998376
4,1.3042974472045898,0.20442843437194824,0.7441860465116279,0.7481146304675717,0.8555052790346908,0.8465019143752176
4,1.2782728672027588,0.1690382957458496,0.6046511627906976,0.6063348416289592,0.9213675213675213,0.9172757860540667
4,1.2722883224487305,0.17005157470703125,0.7674418604651163,0.7496229260935143,0.9092006033182504,0.8995243067641256
4,1.292269229888916,0.1740407943725586,0.6976744186046512,0.6847662141779788,0.8678733031674208,0.859380438565959
4,1.2699079513549805,0.17003941535949707,0.627906976744186,0.6138763197586726,0.9270487682252387,0.921626638821209
4,1.2784407138824463,0.17103886604309082,0.6046511627906976,0.5822021116138764,0.8792860734037204,0.8738252697528717
